lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_526_translation,version_541_translation,version_527_translation,version_546_translation,version_524_translation,version_544_translation,version_534_translation,version_525_translation,version_547_translation,version_545_translation,version_539_translation,version_533_translation,version_530_translation,version_543_translation,version_536_translation,version_542_translation,version_528_translation,version_529_translation,version_537_translation,version_532_translation,version_535_translation,version_540_translation,version_538_translation,version_531_translation,english_translation
μνημεῖον,90,unigram,neuter,nominative,plural,sepulcros,541.7382191469175,sepulcros,tumbas,sepulcros,tumbas,sepulcros,sepulcros,,,tumbas,sepulcros,,tumbas,sepulchros,sepulcros,,,sepulcros,sepulcros,,sepulcros,sepulcros,sepulcros,tumbas,sepulcros,"tomb, grave"
μνημεῖον,298,unigram,neuter,nominative,singular,sepulcro,15126.913193931025,sepulcro,tumba,sepulcro,tumba,sepulcro,sepulcro,sepulcro,,tumba,sepulcro,sepulcro,tumba,sepulchro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,sepulcro,tumba,sepulcro,"tomb, grave"
θησαυρός,111,unigram,masculine,accusative,plural,tesoros,46.57473372497722,tesoros,,tesoros,polilla,,tesoros,apolillan,,polilla,tesoros,,,theſoros,tesoros,,,tesoros,tesoros,apolillan,,tesoros,tesoros,,,treasure
θησαυρός,251,unigram,masculine,accusative,singular,tesoro,9.923430726201872,tesoro,tesoro,tesoro,pobres,riqueza,tesoro,producto,,pobres,tesoro,pobres,pobres,,tesoro,pobres,tesoro,tesoro,tesoro,producto,riqueza,tesoro,tesoro,tesoro,riqueza,treasure
δένδρον,100,unigram,neuter,accusative,plural,árboles,10923.79942838617,árboles,,árboles,,,árboles,árboles,,,árboles,árboles,,arboles,árboles,—Veo,árboles,árboles,árboles,árboles,,árboles,árboles,árboles,,tree	
δένδρον,88,unigram,neuter,accusative,singular,árbol,771739.751297059,árbol,árbol,árbol,árbol,árbol,árbol,árbol,,árbol,árbol,árbol,árbol,arbol,árbol,árbol,árbol,árbol,árbol,árbol,árbol,árbol,árbol,árbol,árbol,tree	
λίτρα,287,unigram,feminine,accusative,plural,kilos,1.3289829548485637,,,,kilos,,,,,kilos,,,,,,,,,,,,,,,,unit of measure around 300 grams
κώμη,304,unigram,feminine,accusative,plural,aldeas,868849598.5476236,aldeas,aldeas,aldeas,pueblos,aldeas,aldeas,aldeas,,pueblos,aldeas,pueblos,aldeas,aldeas,aldeas,pueblos,pueblos,aldeas,aldeas,aldeas,aldeas,aldeas,aldeas,pueblos,aldeas,village
κώμη,63,unigram,feminine,accusative,singular,aldea,31624473918.01416,aldea,aldea,aldea,pueblo,aldea,aldea,aldea,,pueblo,aldea,pueblo,aldea,aldea,aldea,pueblo,aldea,aldea,aldea,aldea,aldea,aldea,aldea,aldea,aldea,village
παρθένος,320,unigram,feminine,nominative,plural,vírgenes,1023.7392360288749,vírgenes,damas,vírgenes,,muchachas,vírgenes,muchachas,,,vírgenes,ábrenos,jóvenes,virgines,vírgenes,vírgenes,,vírgenes,vírgenes,muchachas,muchachas,vírgenes,vírgenes,,muchachas,virgin
παρθένος,231,unigram,feminine,nominative,singular,Emanuel,1.2013630877021924,,,,,,,,,,,,Emanuel,,,,,,,,,,,Emanuel,,virgin
φωνή,232,unigram,feminine,nominative,plural,predominar,1.0962100302615791,,,,,,,,,,,,,,,,,,,,,,predominar,,,voice or sound
φωνή,365,unigram,feminine,nominative,singular,voz,128414625.1288578,voz,voz,voz,voz,voz,voz,voz,,voz,voz,voz,voz,boz,voz,voz,voz,voz,voz,voz,voz,voz,voz,voz,voz,voice or sound
πόλεμος,296,unigram,masculine,accusative,plural,guerras,59.876164992932374,guerras,,guerras,asusten,,guerras,,,asusten,guerras,guerras,guerras,guerras,guerras,guerras,guerras,guerras,guerras,,,guerras,guerras,guerras,,war
ὕδωρ,386,unigram,neuter,accusative,plural,agua,23433.87357355684,aguas,agua,aguas,agua,agua,aguas,agua,,agua,aguas,agua,agua,aguas,aguas,agua,agua,aguas,aguas,agua,agua,aguas,aguas,agua,agua,water
ὕδωρ,106,unigram,neuter,accusative,singular,agua,2858694164032022.0,agua,agua,agua,agua,agua,agua,agua,,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,water
ὕδωρ,125,unigram,neuter,nominative,singular,agua,1310522663.7757025,agua,agua,agua,agua,agua,agua,agua,,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,agua,water
ὑδρία,237,unigram,feminine,accusative,plural,tinajas,1.0960524252565438,,,,,,,,,,,,,,,,,,,,,tinajas,,,,water jar
ὑδρία,132,unigram,feminine,accusative,singular,cántaro,76.18856648878788,cántaro,cántaro,cántaro,cántaro,cántaro,cántaro,cántaro,,cántaro,cántaro,cántaro,tinaja,cantaro,cántaro,cántaro,cántaro,cántaro,cántaro,cántaro,cántaro,cántaro,cántaro,vasija,cántaro,water jar
ὁδός,297,unigram,feminine,accusative,plural,caminos,9568190250.276346,caminos,,caminos,calles,caminos,caminos,caminos,,calles,caminos,caminos,caminos,caminos,caminos,caminos,caminos,caminos,caminos,caminos,caminos,caminos,caminos,caminos,caminos,way
ὁδός,164,unigram,feminine,accusative,singular,camino,3.791908446960615e+16,camino,camino,camino,camino,camino,camino,camino,,camino,camino,camino,camino,camino,camino,camino,camino,camino,camino,camino,camino,camino,camino,camino,camino,way
γάμος,186,unigram,masculine,accusative,plural,bodas,12185.43580881177,bodas,fiesta,bodas,fiesta,banquete,bodas,boda,,fiesta,bodas,Envió,boda,bodas,bodas,boda,banquete,boda,bodas,boda,banquete,bodas,bodas,banquete,banquete,wedding
γάμος,276,unigram,masculine,accusative,singular,boda,9.246939540923199,bodas,fiesta,invitados,invitados,boda,boda,estaban,,invitados,bodas,boda,boda,bodas,boda,invitado,boda,invitados,bodas,estaban,boda,boda,boda,boda,boda,wedding
γυνή,124,unigram,feminine,accusative,plural,—Precisamente,1.318526690315046,,,repudiar,,—Precisamente,duro,,,,,,,permitió,divorciarse,terquedad,esposas,repudiar,,,—Precisamente,divorciaros,divorciarse,esposas,—Precisamente,"wife, woman"
γυνή,204,unigram,feminine,accusative,singular,,,mujer,esposa,mujer,esposa,esposa,mujer,mujer,,esposa,mujer,esposa,esposa,muger,mujer,esposa,esposa,mujer,mujer,mujer,esposa,mujer,mujer,esposa,esposa,"wife, woman"
γυνή,136,unigram,feminine,nominative,plural,mujeres,122935044.2645448,mujeres,mujeres,mujeres,mujeres,mujeres,mujeres,mujeres,,mujeres,mujeres,mujeres,mujeres,mugeres,mujeres,mujeres,mujeres,mujeres,mujeres,mujeres,mujeres,mujeres,mujeres,mujeres,mujeres,"wife, woman"
γυνή,142,unigram,feminine,nominative,singular,mujer,2.824867957807584e+16,mujer,mujer,mujer,mujer,mujer,mujer,mujer,,mujer,mujer,mujer,mujer,muger,mujer,mujer,mujer,mujer,mujer,mujer,mujer,mujer,mujer,mujer,mujer,"wife, woman"
ἄνεμος,10,unigram,masculine,nominative,plural,vientos,1243.7330443966225,vientos,,vientos,viento,vientos,,vientos,,viento,vientos,,vientos,vientos,vientos,,vientos,vientos,vientos,vientos,vientos,vientos,vientos,vientos,vientos,wind
ἄνεμος,76,unigram,masculine,nominative,singular,viento,125193029.87149954,viento,viento,viento,viento,viento,viento,viento,,viento,viento,vientos,viento,viento,viento,viento,viento,viento,viento,viento,viento,viento,viento,viento,viento,wind
πνεῦμα,352,unigram,neuter,accusative,plural,espíritus,198.7195187014141,,,,,espíritus,,espíritus,,,,espíritus,espíritus,,espíritus,espíritus,espíritus,,espíritus,espíritus,espíritus,espíritus,espíritus,espíritus,espíritus,"wind, breath, spirit"
πνεῦμα,191,unigram,neuter,accusative,singular,Espíritu,32536.039789922113,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,,Espíritu,Espíritu,Espíritu,Espíritu,Eſpiritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,Espíritu,"wind, breath, spirit"
πνεῦμα,13,unigram,neuter,nominative,plural,espíritus,14493.310580908163,espíritus,,espíritus,espíritus,espíritus,espíritus,espíritus,,espíritus,espíritus,espíritus,espíritus,espiritus,espíritus,espíritus,espíritus,espíritus,espíritus,espíritus,espíritus,espíritus,espíritus,espíritus,espíritus,"wind, breath, spirit"
πνεῦμα,26,unigram,neuter,nominative,singular,Espíritu,256.8840055709549,,Espíritu,,Espíritu,Espíritu,Espíritu,Espíritu,,Espíritu,,Espíritu,Espíritu,Eſpiritu,espíritu,Espíritu,,espíritu,Espíritu,Espíritu,Espíritu,,Espíritu,espíritu,Espíritu,"wind, breath, spirit"
λύκος,12,unigram,masculine,nominative,plural,lobos,1.096057314542422,,,,,,,,,,,,,,,,,,lobos,,,,,,,wolf
κοιλία,319,unigram,feminine,nominative,singular,amamantó,1.201438326446709,,,,amamantó,,,,,amamantó,,,,,,,,,,,,,,,,"womb, stomach, source of feelings and emotions"
ῥῆμα,213,unigram,neuter,accusative,plural,palabras,3846565.2974412595,palabras,palabras,palabras,ponen,palabras,palabras,,,ponen,palabras,guardaba,palabras,palabras,palabras,reflexionaba,palabras,palabras,palabras,,palabras,palabras,palabras,palabras,palabras,word
ῥῆμα,188,unigram,neuter,accusative,singular,entendían,3.2016245003322843,palabra,entendieron,palabra,entendieron,entendían,entendieron,,,entendieron,palabra,entendían,entendieron,palabra,palabra,entendieron,,entendían,palabra,,entendían,entendían,entendían,,entendían,word
ῥῆμα,35,unigram,neuter,nominative,plural,palabras,47793.64513333708,palabras,palabras,palabras,impresionados,decían,palabras,palabras,,impresionados,palabras,decían,palabras,palabras,palabras,,palabras,palabras,palabras,palabras,decían,palabras,palabras,palabras,decían,word
ῥῆμα,373,unigram,neuter,nominative,singular,palabra,4.056917180693637,palabra,,palabra,,eran,,nada,,,palabra,consíguete,confirmarse,coſa,,,,palabra,encubierta,nada,eran,,,,eran,word
λόγος,189,unigram,masculine,accusative,plural,palabras,16870.208499099917,palabras,enseñanza,palabras,avergonzaré,,palabras,terminó,,avergonzaré,palabras,palabras,palabras,palabras,palabras,decir,palabras,palabras,palabras,terminó,,palabras,palabras,palabras,,word
λόγος,179,unigram,masculine,accusative,singular,palabra,22405358392.244114,palabra,palabra,palabra,mensaje,mensaje,palabra,mensaje,,mensaje,palabra,palabra,palabra,palabra,palabra,mensaje,palabra,palabra,palabra,mensaje,mensaje,palabra,palabra,palabra,mensaje,word
λόγος,175,unigram,masculine,nominative,plural,pasarán,8.719900692272265,pasarán,desaparecerán,pasarán,,cumplirse,pasarán,pasarán,,,pasarán,palabras,llegarán,palabras,palabras,durarán,pasarán,pasarán,pasarán,pasarán,cumplirse,pasarán,pasarán,pasarán,cumplirse,word
λόγος,341,unigram,masculine,nominative,singular,palabra,18435035.986150116,palabra,mensaje,palabra,mensaje,mensaje,palabra,mensaje,,mensaje,palabra,palabra,palabra,palabra,palabra,mensaje,palabra,palabra,palabra,mensaje,mensaje,palabra,palabra,palabra,mensaje,word
ἔργον,52,unigram,neuter,accusative,plural,obras,4082577077.729421,obras,obras,obras,Padre,obras,obras,obras,,Padre,obras,obras,haciendo,obras,obras,obras,obras,obras,obras,obras,obras,obras,obras,obras,obras,work
ἔργον,107,unigram,neuter,accusative,singular,obra,871517.5437414334,obra,hacer,obra,les,obra,obra,molestan,,trabajo,obra,obra,hacer,obra,obra,molestan,obra,obra,obra,molestan,obra,obra,obra,obra,obra,work
ἔργον,345,unigram,neuter,nominative,plural,obras,99741.29467654135,obras,luz,obras,luz,hago,obras,obras,,luz,obras,malas,luz,obras,obras,luz,obras,obras,obras,obras,hago,acciones,acciones,acciones,hago,work
ἔργον,318,unigram,neuter,nominative,singular,obra,1.8634328844649912,,—La,creáis,—Lo,obra,obra,espera,,—Lo,,,crean,,,—Esto,—Esta,,,,obra,creáis,obra,―Esta,obra,work
ἐργάτης,168,unigram,masculine,nominative,plural,obreros,8.870939722583577,obreros,obreros,,,,,mies,,pocos,obreros,obreros,pocos,obreros,,pocos,abundante,,obreros,mies,,,obreros,abundante,,worker
ἐργάτης,244,unigram,masculine,nominative,singular,obrero,17.37586565874231,obrero,,obrero,,trabajador,obrero,trabaja,,,obrero,,trabajador,obrero,obrero,sustento,trabajador,obrero,obrero,trabaja,trabajador,obrero,obrero,trabajador,trabajador,worker
μέριμνα,193,unigram,feminine,nominative,plural,,,,,,,,,,,,,,,,,,preocupaciones,,,,,,,llegan,,"worry, concern, desire"
μέριμνα,166,unigram,feminine,nominative,singular,,,,,,cambie,,ahogan,,,cambie,,ahoga,,ahoga,,,,,,,,,,ahogan,,"worry, concern, desire"
ἔτος,293,unigram,neuter,accusative,plural,años,1642657072057250.2,años,años,años,años,años,años,años,,años,años,años,años,años,años,años,años,años,años,años,años,años,años,años,años,year
ἔτος,205,unigram,neuter,accusative,singular,año,4.660342698435171,,año,,,,,,,,,,año,,,año,,,,,,,,,,year
