lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_1684_translation,version_1685_translation,version_1682_translation,version_1680_translation,version_1679_translation,version_1669_translation,version_1681_translation,version_1674_translation,version_1666_translation,version_1665_translation,version_1671_translation,version_1667_translation,version_1670_translation,version_1675_translation,version_1673_translation,version_1677_translation,version_1683_translation,version_1676_translation,version_1672_translation,version_1668_translation,version_1664_translation,version_1663_translation,version_1678_translation,english_translation
σημεῖον,33,unigram,neuter,nominative,plural,,,ဘဝိၐျန္တိ,ភវិឞ្យន្តិ,ภวิษฺยนฺติ,ഭവിഷ്യന്തി,ಭವಿಷ್ಯನ್ತಿ,bhaviṣyanti,භවිෂ්‍යන්ති,ਭਵਿਸ਼਼੍ਯਨ੍ਤਿ,bhaviSyanti,bhavi.syanti,भविष्यन्ति,bhaviShyanti,بھَوِشْیَنْتِ،,ભવિષ્યન્તિ,ভৱিষ্যন্তি,ப⁴விஷ்யந்தி,བྷཝིཥྱནྟི,ଭୱିଷ୍ୟନ୍ତି,ভৱিষ্যন্তি,bhaviṣyanti,bhaviSyanti,,భవిష్యన్తి,sign
σημεῖον,73,unigram,neuter,nominative,singular,,,လက္ၐ္မ,លក្ឞ្ម,ลกฺษฺม,ലക്ഷ്മ,ಲಕ್ಷ್ಮ,lakṣma,ලක්‍ෂ්ම,ਲਕ੍ਸ਼਼੍ਮ,lakSma,lak.sma,लक्ष्म,lakShma,لَکْشْمَ,લક્ષ્મ,লক্ষ্ম,லக்ஷ்ம,ལཀྵྨ,ଲକ୍ଷ୍ମ,লক্ষ্ম,lakṣma,lakSma,अभिज्ञानं,లక్ష్మ,sign
ἀργύριον,173,unigram,neuter,accusative,plural,mudrA,13.96413061555261,မုဒြာ,មុទ្រា,มุทฺรา,മുദ്രാ,ಮುದ್ರಾ,mudrā,මුද්‍රා,ਮੁਦ੍ਰਾ,mudrA,mudraa,मुद्रा,mudrA,مُدْرا,મુદ્રા,মুদ্ৰা,முத்³ரா,མུདྲཱ,ମୁଦ୍ରା,মুদ্রা,mudrā,mudrA,मुद्राः,ముద్రా,"silver, money"
ἀργύριον,272,unigram,neuter,accusative,singular,mudrA,20.27087967576903,မုဒြာ,មុទ្រា,มุทฺรา,മുദ്രാ,ಮುದ್ರಾ,mudrā,මුද්‍රා,ਮੁਦ੍ਰਾ,mudrA,mudraa,मुद्रा,mudrA,مُدْرا,મુદ્રા,মুদ্ৰা,முத்³ரா,མུདྲཱ,ମୁଦ୍ରା,মুদ্রা,mudrā,mudrA,मुद्राः,ముద్రా,"silver, money"
ἁμαρτία,228,unigram,feminine,accusative,plural,पापं,1.1822181128081677,,,,,,,,,,,,,,,,,,,,,,पापं,,sin
ἁμαρτία,176,unigram,feminine,accusative,singular,pApaM,3.288938963573186,ပါပံ,បាបំ,ปาปํ,പാപം,ಪಾಪಂ,pāpaṁ,පාපං,ਪਾਪੰ,pApaM,paapa.m,पापं,pApaM,پاپَں,પાપં,পাপং,பாபம்ʼ,པཱཔཾ,ପାପଂ,পাপং,pāpaṁ,pApaM,पापेन,పాపం,sin
ἁμαρτία,236,unigram,feminine,nominative,plural,,,ပက္ၐာဃာတိနံ,បក្ឞាឃាតិនំ,ปกฺษาฆาตินํ,പക്ഷാഘാതിനം,ಪಕ್ಷಾಘಾತಿನಂ,pakṣāghātinaṁ,පක්‍ෂාඝාතිනං,ਪਕ੍ਸ਼਼ਾਘਾਤਿਨੰ,pakSAghAtinaM,pak.saaghaatina.m,पक्षाघातिनं,pakShAghAtinaM,پَکْشاگھاتِنَں,પક્ષાઘાતિનં,পক্ষাঘাতিনং,பக்ஷாகா⁴திநம்ʼ,པཀྵཱགྷཱཏིནཾ,ପକ୍ଷାଘାତିନଂ,পক্ষাঘাতিনং,pakṣāghātinaṁ,pakSAghAtinaM,पापानि,పక్షాఘాతినం,sin
ἀδελφή,255,unigram,feminine,accusative,plural,bhaginIM,1.4168347477518866,ဘဂိနီံ,ភគិនីំ,ภคินีํ,ഭഗിനീം,ಭಗಿನೀಂ,bhaginīṁ,භගිනීං,ਭਗਿਨੀਂ,bhaginIM,bhaginii.m,भगिनीं,bhaginIM,بھَگِنِیں,ભગિનીં,ভগিনীং,ப⁴கி³நீம்ʼ,བྷགིནཱིཾ,ଭଗିନୀଂ,ভগিনীং,bhaginīṁ,bhaginIM,,భగినీం,sister
ἀδελφή,15,unigram,feminine,nominative,plural,मध्‍ये,1.0518887165168962,,,,,,,,,,,,,,,,,,,,,,मध्‍ये,,sister
ἀδελφή,254,unigram,feminine,nominative,singular,bhaginI,75.16556292252656,ဘဂိနီ,ភគិនី,ภคินี,ഭഗിനീ,ಭಗಿನೀ,bhaginī,භගිනී,ਭਗਿਨੀ,bhaginI,bhaginii,भगिनी,bhaginI,بھَگِنِی,ભગિની,ভগিনী,ப⁴கி³நீ,བྷགིནཱི,ଭଗିନୀ,ভগিনী,bhaginī,bhaginI,भगिनी,భగినీ,sister
ὀψάριον,145,unigram,neuter,accusative,plural,मीनयुग्‍मं,1.0964357599052648,,,,,,,,,,,,,,,,,,,,,,मीनयुग्‍मं,,small fish
υἱός,38,unigram,masculine,accusative,plural,पुत्रौ,1.72106153440646,,,,,,,,,,,,,,,,,,,,,,पुत्रौ,,son
υἱός,101,unigram,masculine,accusative,singular,putraM,12.378583971284803,ပုတြံ,បុត្រំ,ปุตฺรํ,പുത്രം,ಪುತ್ರಂ,putraṁ,පුත්‍රං,ਪੁਤ੍ਰੰ,putraM,putra.m,पुत्रं,putraM,پُتْرَں,પુત્રં,পুত্ৰং,புத்ரம்ʼ,པུཏྲཾ,ପୁତ୍ରଂ,পুত্রং,putraṁ,putraM,पुत्रं,పుత్రం,son
υἱός,103,unigram,masculine,nominative,plural,santAnA,2.257929770621684,သန္တာနာ,សន្តានា,สนฺตานา,സന്താനാ,ಸನ್ತಾನಾ,santānā,සන්තානා,ਸਨ੍ਤਾਨਾ,santAnA,santaanaa,सन्ताना,santAnA,سَنْتانا,સન્તાના,সন্তানা,ஸந்தாநா,སནྟཱནཱ,ସନ୍ତାନା,সন্তানা,santānā,santAnA,सन्‍तानाः,సన్తానా,son
υἱός,170,unigram,masculine,nominative,singular,putraH,1.3065619844701168,ပုတြော,បុត្រះ,ปุตฺร,പുത്രഃ,ಪುತ್ರಃ,putraḥ,පුත්‍රෝ,ਪੁਤ੍ਰੋ,putraH,putra.h,पुत्रः,putraH,پُتْرو,પુત્રઃ,পুত্ৰঃ,புத்ரோ,པུཏྲཿ,ପୁତ୍ରଃ,পুত্রঃ,putraḥ,putraH,मानवपुत्रः,పుత్రః,son
ψυχή,182,unigram,feminine,accusative,plural,आत्‍मरक्षां,1.0965889904639587,,,,,,,,,,,,,,,,,,,,,,आत्‍मरक्षां,,"soul, life"
ψυχή,231,unigram,feminine,accusative,singular,,,ဟာရယိၐျတိ,ហារយិឞ្យតិ,หารยิษฺยติ,ഹാരയിഷ്യതി,ಹಾರಯಿಷ್ಯತಿ,hārayiṣyati,හාරයිෂ්‍යති,ਹਾਰਯਿਸ਼਼੍ਯਤਿ,hArayiSyati,haarayi.syati,हारयिष्यति,hArayiShyati,پْرانانْ,હારયિષ્યતિ,হাৰযিষ্যতি,ஹாரயிஷ்யதி,ཧཱརཡིཥྱཏི,ହାରଯିଷ୍ୟତି,হারযিষ্যতি,hārayiṣyati,hArayiSyati,,హారయిష్యతి,"soul, life"
λίθος,243,unigram,masculine,accusative,plural,,,ပါၐာဏာန်,បាឞាណាន៑,ปาษาณานฺ,പാഷാണാൻ,ಪಾಷಾಣಾನ್,pāṣāṇān,පාෂාණාන්,ਪਾਸ਼਼ਾਣਾਨ੍,pASANAn,paa.saa.naan,पाषाणान्,pAShANAn,پاشانانْ,પાષાણાન્,পাষাণান্,பாஷாணாந்,པཱཥཱཎཱན྄,ପାଷାଣାନ୍,পাষাণান্,pāṣāṇān,pASANAn,,పాషాణాన్,stone
λίθος,28,unigram,masculine,accusative,singular,,,ကောဏေ,កោណេ,โกเณ,കോണേ,ಕೋಣೇ,kōṇē,කෝණේ,ਕੋਣੇ,koNe,sma,कोणे,koNe,کونے,કોણે,কোণে,கோணே,ཀོཎེ,କୋଣେ,কোণে,koṇe,kONE,प्रस्‍तरं,కోణే,stone
λίθος,110,unigram,masculine,nominative,plural,,,ဝျာဟၖတဝါန်,វ្យាហ្ឫតវាន៑,ปาษาณา,വ്യാഹൃതവാൻ,ವ್ಯಾಹೃತವಾನ್,vyāhr̥tavān,ව්‍යාහෘතවාන්,ਵ੍ਯਾਹ੍ਰੁʼਤਵਾਨ੍,vyAhRtavAn,vyaah.rtavaan,व्याहृतवान्,vyAhR^itavAn,,વ્યાહૃતવાન્,ৱ্যাহৃতৱান্,வ்யாஹ்ருʼதவாந்,ཝྱཱཧྲྀཏཝཱན྄,ୱ୍ୟାହୃତୱାନ୍,ৱ্যাহৃতৱান্,vyāhṛtavān,vyAhRtavAn,प्रस्‍तराः,వ్యాహృతవాన్,stone
λίθος,32,unigram,masculine,nominative,singular,sthAsyati,3.938909298971161,သ္ထာသျတိ,ស្ថាស្យតិ,สฺถาสฺยติ,സ്ഥാസ്യതി,ಸ್ಥಾಸ್ಯತಿ,sthāsyati,ස්ථාස්‍යති,ਸ੍ਥਾਸ੍ਯਤਿ,sthAsyati,sthaasyati,स्थास्यति,sthAsyati,سْتھاسْیَتِ,સ્થાસ્યતિ,স্থাস্যতি,ஸ்தா²ஸ்யதி,སྠཱསྱཏི,ସ୍ଥାସ୍ୟତି,স্থাস্যতি,sthāsyati,sthAsyati,प्रस्‍तरः,స్థాస్యతి,stone
συναγωγή,200,unigram,feminine,accusative,plural,নেষ্যন্তি,1.3877789439780346,နေၐျန္တိ,នេឞ្យន្តិ,เนษฺยนฺติ,നേഷ്യന്തി,ನೇಷ್ಯನ್ತಿ,nēṣyanti,නේෂ්‍යන්ති,ਨੇਸ਼਼੍ਯਨ੍ਤਿ,neSyanti,ne.syanti,नेष्यन्ति,neShyanti,نیشْیَنْتِ,નેષ્યન્તિ,নেষ্যন্তি,நேஷ்யந்தி,ནེཥྱནྟི,ନେଷ୍ୟନ୍ତି,নেষ্যন্তি,neṣyanti,nESyanti,सभागृहेषु,నేష్యన్తి,synagogue
συναγωγή,273,unigram,feminine,accusative,singular,,,ဘဇနဂေဟံ,ភជនគេហំ,ภชนเคหํ,ഭജനഗേഹം,ಭಜನಗೇಹಂ,bhajanagēhaṁ,භජනගේහං,ਭਜਨਗੇਹੰ,bhajanagehaM,bhajanageha.m,भजनगेहं,bhajanagehaM,بھَجَنَگیہَں,ભજનગેહં,ভজনগেহং,ப⁴ஜநகே³ஹம்ʼ,བྷཛནགེཧཾ,ଭଜନଗେହଂ,ভজনগেহং,bhajanagehaṁ,bhajanagEhaM,सभागृहम्‌,భజనగేహం,synagogue
τράπεζα,156,unigram,feminine,accusative,plural,क्रयविक्रयकारिणः,1.0650323135221629,,,,,,,,,,,,,,,,,,,,,,क्रयविक्रयकारिणः,,table
τάλαντον,57,unigram,neuter,accusative,plural,,,ပေါဋလိကား,បោដលិកាះ,โปฏลิกา,പോടലികാഃ,ಪೋಟಲಿಕಾಃ,pōṭalikāḥ,පෝටලිකාඃ,ਪੋਟਲਿਕਾਃ,poTalikAH,po.talikaa.h,पोटलिकाः,poTalikAH,پوٹَلِکاح,પોટલિકાઃ,পোটলিকাঃ,போடலிகா​,པོཊལིཀཱཿ,ପୋଟଲିକାଃ,পোটলিকাঃ,poṭalikāḥ,pOTalikAH,,పోటలికాః,talent (weight and monetary unit: around 20 years' wages)
τάλαντον,184,unigram,neuter,accusative,singular,मुद्राः,2.0524745904403714,,,,,,,,,,,,,,,,,,,,,,मुद्राः,,talent (weight and monetary unit: around 20 years' wages)
τελώνης,150,unigram,masculine,nominative,plural,,,စဏ္ဍာလာ,ចណ្ឌាលា,จณฺฑาลา,ചണ്ഡാലാ,ಚಣ್ಡಾಲಾ,caṇḍālā,චණ්ඩාලා,ਚਣ੍ਡਾਲਾ,caNDAlA,ca.n.daalaa,चण्डाला,chaNDAlA,چَنْڈالا,ચણ્ડાલા,চণ্ডালা,சண்டா³லா,ཙཎྜཱལཱ,ଚଣ୍ଡାଲା,চণ্ডালা,caṇḍālā,caNPAlA,,చణ్డాలా,tax collector
τελώνης,58,unigram,masculine,nominative,singular,,,တိၐ္ဌန်,តិឞ្ឋន៑,ติษฺฐนฺ,തിഷ്ഠൻ,ತಿಷ್ಠನ್,tiṣṭhan,තිෂ්ඨන්,ਤਿਸ਼਼੍ਠਨ੍,tiSThan,karasa,तिष्ठन्,karasa,تِشْٹھَنْ,તિષ્ઠન્,তিষ্ঠন্,திஷ்ட²ந்,ཏིཥྛན྄,ତିଷ୍ଠନ୍,তিষ্ঠন্,tiṣṭhan,tiSThan,फरीसी,తిష్ఠన్,tax collector
γραμματεύς,277,unigram,masculine,nominative,plural,,,ဖိရူၑိနၑ္စ,ផិរូឝិនឝ្ច,ผิรูศินศฺจ,ഫിരൂശിനശ്ച,ಫಿರೂಶಿನಶ್ಚ,phirūśinaśca,ඵිරූශිනශ්ච,ਫਿਰੂਸ਼ਿਨਸ਼੍ਚ,phirUzinazca,sca,फिरूशिनश्च,phirUshinashcha,پْرَدھانَیاجَکا,ફિરૂશિનશ્ચ,ফিৰূশিনশ্চ,பி²ரூஸி²நஸ்²ச,ཕིརཱུཤིནཤྩ,ଫିରୂଶିନଶ୍ଚ,ফিরূশিনশ্চ,phirūśinaśca,phirUzinazca,शास्‍त्रिणः,ఫిరూశినశ్చ,"teacher, expert in the law, scholar, scribe"
γραμματεύς,171,unigram,masculine,nominative,singular,guro,1.6121134771065981,ဂုရော,គុរោ,คุโร,ഗുരോ,ಗುರೋ,gurō,ගුරෝ,ਗੁਰੋ,guro,guro,गुरो,guro,کَتھِتَوانْ،,ગુરો,গুৰো,கு³ரோ,གུརོ,ଗୁରୋ,গুরো,guro,gurO,शास्‍त्री,గురో,"teacher, expert in the law, scholar, scribe"
κλέπτης,68,unigram,masculine,nominative,plural,कुड्‌यं,1.0650401885614735,,,,,,,,,,,,,,,,,,,,,,कुड्‌यं,,thief
κλέπτης,183,unigram,masculine,nominative,singular,चौरः,1.4871008115107218,,,,,,,,,,,,,,,,,,,,,,चौरः,,thief
διαλογισμός,240,unigram,masculine,accusative,plural,viditvA,4.217381022490415,ဝိဒိတွာ,វិទិត្វា,วิทิตฺวา,വിദിത്വാ,ವಿದಿತ್ವಾ,viditvā,විදිත්වා,ਵਿਦਿਤ੍ਵਾ,viditvA,viditvaa,विदित्वा,viditvA,وِدِتْوا,વિદિત્વા,ৱিদিৎৱা,விதி³த்வா,ཝིདིཏྭཱ,ୱିଦିତ୍ୱା,ৱিদিৎৱা,viditvā,viditvA,ज्ञात्‍वा,విదిత్వా,"thought, argument"
διαλογισμός,116,unigram,masculine,accusative,singular,manobhiprAyaM,1.2013953022722905,မနောဘိပြာယံ,មនោភិប្រាយំ,มโนภิปฺรายํ,മനോഭിപ്രായം,ಮನೋಭಿಪ್ರಾಯಂ,manōbhiprāyaṁ,මනෝභිප්‍රායං,ਮਨੋਭਿਪ੍ਰਾਯੰ,manobhiprAyaM,manobhipraaya.m,मनोभिप्रायं,manobhiprAyaM,مَنوبھِپْرایَں,મનોભિપ્રાયં,মনোভিপ্ৰাযং,மநோபி⁴ப்ராயம்ʼ,མནོབྷིཔྲཱཡཾ,ମନୋଭିପ୍ରାଯଂ,মনোভিপ্রাযং,manobhiprāyaṁ,manObhiprAyaM,,మనోభిప్రాయం,"thought, argument"
διαλογισμός,96,unigram,masculine,nominative,plural,,,ကုစိန္တာ,កុចិន្តា,กุจินฺตา,കുചിന്താ,ಕುಚಿನ್ತಾ,kucintā,කුචින්තා,ਕੁਚਿਨ੍ਤਾ,kucintA,kucintaa,कुचिन्ता,kuchintA,کُچِنْتا,કુચિન્તા,কুচিন্তা,குசிந்தா,ཀུཙིནྟཱ,କୁଚିନ୍ତା,কুচিন্তা,kucintā,kucintA,,కుచిన్తా,"thought, argument"
διαλογισμός,235,unigram,masculine,nominative,singular,mitho,1.1494388540412326,မိထော,មិថោ,มิโถ,മിഥോ,ಮಿಥೋ,mithō,මිථෝ,ਮਿਥੋ,mitho,mitho,मिथो,mitho,مِتھو,મિથો,মিথো,மிதோ²,མིཐོ,ମିଥୋ,মিথো,mitho,mithO,अजायत,మిథో,"thought, argument"
θρόνος,193,unigram,masculine,accusative,singular,सिंहासनं,1.0964459060436933,,,,,,,,,,,,,,,,,,,,,,सिंहासनं,,throne
χρόνος,218,unigram,masculine,accusative,plural,bahukAlArthaM,1.3169691311251446,ဗဟုကာလာရ္ထံ,ពហុកាលាត៌្ហំ,พหุกาลารฺถํ,ബഹുകാലാർഥം,ಬಹುಕಾಲಾರ್ಥಂ,bahukālārthaṁ,බහුකාලාර්ථං,ਬਹੁਕਾਲਾਰ੍ਥੰ,bahukAlArthaM,bahukaalaartha.m,बहुकालार्थं,bahukAlArthaM,بَہُکالارْتھَں,બહુકાલાર્થં,বহুকালাৰ্থং,ப³ஹுகாலார்த²ம்ʼ,བཧུཀཱལཱརྠཾ,ବହୁକାଲାର୍ଥଂ,বহুকালার্থং,bahukālārthaṁ,bahukAlArthaM,,బహుకాలార్థం,time
χρόνος,187,unigram,masculine,accusative,singular,alpadinAni,1.9345513194445687,အလ္ပဒိနာနိ,អល្បទិនានិ,อลฺปทินานิ,അൽപദിനാനി,ಅಲ್ಪದಿನಾನಿ,alpadināni,අල්පදිනානි,ਅਲ੍ਪਦਿਨਾਨਿ,alpadinAni,,अल्पदिनानि,alpadinAni,اَلْپَدِنانِ,અલ્પદિનાનિ,অল্পদিনানি,அல்பதி³நாநி,ཨལྤདིནཱནི,ଅଲ୍ପଦିନାନି,অল্পদিনানি,alpadināni,alpadinAni,आदिदेश,అల్పదినాని,time
καιρός,113,unigram,masculine,nominative,singular,,,,,สมย,,,,,,,,,,,,,,,,,,,समयः,,"time, right time"
τάφος,139,unigram,masculine,accusative,singular,,,ၑ္မၑာနံ,ឝ្មឝានំ,ศฺมศานํ,ശ്മശാനം,ಶ್ಮಶಾನಂ,śmaśānaṁ,ශ්මශානං,ਸ਼੍ਮਸ਼ਾਨੰ,zmazAnaM,saana.m,श्मशानं,shmashAnaM,شْمَشانَں,શ્મશાનં,শ্মশানং,ஸ்²மஸா²நம்ʼ,ཤྨཤཱནཾ,ଶ୍ମଶାନଂ,শ্মশানং,śmaśānaṁ,zmazAnaM,शवागारं,శ్మశానం,"tomb, grave"
μνημεῖον,10,unigram,neuter,accusative,plural,,,,,,,,,,,,sma,,,,,,,,,,,,नबिनां,,"tomb, grave"
μνημεῖον,13,unigram,neuter,accusative,singular,,,ၑ္မၑာနသ္ထာနံ,ឝ្មឝានស្ថានំ,ศฺมศานสฺถานํ,ശ്മശാനസ്ഥാനം,ಶ್ಮಶಾನಸ್ಥಾನಂ,śmaśānasthānaṁ,ශ්මශානස්ථානං,ਸ਼੍ਮਸ਼ਾਨਸ੍ਥਾਨੰ,zmazAnasthAnaM,sma,श्मशानस्थानं,shmashAnasthAnaM,شْمَشانَسْتھانَں,શ્મશાનસ્થાનં,শ্মশানস্থানং,ஸ்²மஸா²நஸ்தா²நம்ʼ,ཤྨཤཱནསྠཱནཾ,ଶ୍ମଶାନସ୍ଥାନଂ,শ্মশানস্থানং,śmaśānasthānaṁ,zmazAnasthAnaM,शवागारं,శ్మశానస్థానం,"tomb, grave"
μνημεῖον,64,unigram,neuter,nominative,plural,sma,1.0955128490577948,,,,,,,,,,sma,,,,,,,,,,,,,,"tomb, grave"
μνημεῖον,212,unigram,neuter,nominative,singular,,,,,,,,,,,,sma,,,,,,,,,,,,शवागारम्‌,,"tomb, grave"
θησαυρός,79,unigram,masculine,accusative,plural,कुड्‌यं,1.0650559622368017,,,,,,,,,,,,,,,,,,,,,,कुड्‌यं,,treasure
θησαυρός,177,unigram,masculine,accusative,singular,vikrIya,1.564346763702123,ဝိကြီယ,វិក្រីយ,วิกฺรีย,വിക്രീയ,ವಿಕ್ರೀಯ,vikrīya,වික්‍රීය,ਵਿਕ੍ਰੀਯ,vikrIya,vikriiya,विक्रीय,vikrIya,وِکْرِییَ,વિક્રીય,ৱিক্ৰীয,விக்ரீய,ཝིཀྲཱིཡ,ୱିକ୍ରୀଯ,ৱিক্রীয,vikrīya,vikrIya,धनराशिः,విక్రీయ,treasure
δένδρον,62,unigram,neuter,accusative,singular,वृक्षः,1.7448842275394336,,,,,,,,,,,,,,,,,,,,,,वृक्षः,,tree	
λίτρα,205,unigram,feminine,accusative,plural,पूर्वरजन्‍यां,1.0964256235650889,,,,,,,,,,,,,,,,,,,,,,पूर्वरजन्‍यां,,unit of measure around 300 grams
κώμη,217,unigram,feminine,accusative,plural,ग्रामेषु,1.282460566766824,,,,,,,,,,,,,,,,,,,,,,ग्रामेषु,,village
κώμη,44,unigram,feminine,accusative,singular,grAmaM,12.572437579898489,ဂြာမံ,គ្រាមំ,คฺรามํ,ഗ്രാമം,ಗ್ರಾಮಂ,grāmaṁ,ග්‍රාමං,ਗ੍ਰਾਮੰ,grAmaM,graama.m,ग्रामं,grAmaM,گْرامَں,ગ્રામં,গ্ৰামং,க்³ராமம்ʼ,གྲཱམཾ,ଗ୍ରାମଂ,গ্রামং,grāmaṁ,grAmaM,ग्रामं,గ్రామం,village
παρθένος,226,unigram,feminine,nominative,plural,kanyA,3.2493013352712716,ကနျာ,កន្យា,กนฺยา,കന്യാ,ಕನ್ಯಾ,kanyā,කන්‍යා,ਕਨ੍ਯਾ,kanyA,kanyaa,कन्या,kanyA,کَنْیا,કન્યા,কন্যা,கந்யா,ཀནྱཱ,କନ୍ୟା,কন্যা,kanyā,kanyA,ताः,కన్యా,virgin
φωνή,263,unigram,feminine,nominative,singular,priyaH,1.7290031078389363,ပြိယး,ប្រិយះ,ปฺริย,പ്രിയഃ,ಪ್ರಿಯಃ,priyaḥ,ප්‍රියඃ,ਪ੍ਰਿਯਃ,priyaH,priya.h,प्रियः,priyaH,پْرِیَح,પ્રિયઃ,প্ৰিযঃ,ப்ரிய​,པྲིཡཿ,ପ୍ରିଯଃ,প্রিযঃ,priyaḥ,priyaH,वाणी,ప్రియః,voice or sound
πόλεμος,210,unigram,masculine,accusative,plural,,,ယုဂါန္တော,យុគាន្តោ,ยุคานฺโต,യുഗാന്തോ,ಯುಗಾನ್ತೋ,yugāntō,යුගාන්තෝ,ਯੁਗਾਨ੍ਤੋ,yugAnto,yugaanto,युगान्तो,yugAnto,یُگانْتو,યુગાન્તો,যুগান্তো,யுகா³ந்தோ,ཡུགཱནྟོ,ଯୁଗାନ୍ତୋ,যুগান্তো,yugānto,yugAntO,एतत्‌,యుగాన్తో,war
ὕδωρ,278,unigram,neuter,accusative,plural,तोयस्‍य,1.3204064280174326,,,,,,,,,,,,,,,,,,,,,,तोयस्‍य,,water
ὕδωρ,77,unigram,neuter,accusative,singular,जलं,1.8087414807835376,,,,,,,,,,,,,,,,,,,,,,जलं,,water
ὑδρία,93,unigram,feminine,accusative,singular,,,,,,,,,,,,nagaramadhya.m,,,,,,,,,,,,कलशं,,water jar
ὁδός,211,unigram,feminine,accusative,plural,,,,,ฯ,,,,,,,,,,,,,|,,,,,,,,way
ὁδός,115,unigram,feminine,accusative,singular,panthAnaM,2.2951317776672324,ပန္ထာနံ,បន្ថានំ,ปนฺถานํ,പന്ഥാനം,ಪನ್ಥಾನಂ,panthānaṁ,පන්ථානං,ਪਨ੍ਥਾਨੰ,panthAnaM,panthaana.m,पन्थानं,panthAnaM,پَنْتھانَں,પન્થાનં,পন্থানং,பந்தா²நம்ʼ,པནྠཱནཾ,ପନ୍ଥାନଂ,পন্থানং,panthānaṁ,panthAnaM,पथः,పన్థానం,way
γάμος,130,unigram,masculine,accusative,plural,nimantritAn,4.642262940159504,နိမန္တြိတာန်,និមន្ត្រិតាន៑,นิมนฺตฺริตานฺ,നിമന്ത്രിതാൻ,ನಿಮನ್ತ್ರಿತಾನ್,nimantritān,නිමන්ත්‍රිතාන්,ਨਿਮਨ੍ਤ੍ਰਿਤਾਨ੍,nimantritAn,nimantritaan,निमन्त्रितान्,nimantritAn,نِمَنْتْرِتانْ,નિમન્ત્રિતાન્,নিমন্ত্ৰিতান্,நிமந்த்ரிதாந்,ནིམནྟྲིཏཱན྄,ନିମନ୍ତ୍ରିତାନ୍,নিমন্ত্রিতান্,nimantritān,nimantritAn,उत्‍सवे,నిమన్త్రితాన్,wedding
γάμος,197,unigram,masculine,accusative,singular,निमन्‍त्रिताः,1.1067841935680665,,,,,,,,,,,,,,,,,,,,,,निमन्‍त्रिताः,,wedding
γυνή,143,unigram,feminine,accusative,singular,nArIM,1.5732085104887295,နာရီံ,នារីំ,นิ,നാരീം,ನಾರೀಂ,nārīṁ,නාරීං,ਨਾਰੀਂ,nArIM,naarii.m,नारीं,nArIM,نارِیں,નારીં,নাৰীং,நி​,ནཱརཱིཾ,ନାରୀଂ,নারীং,nārīṁ,nArIM,व्‍यभिचारं,నారీం,"wife, woman"
γυνή,97,unigram,feminine,nominative,plural,yA,1.2945230554877671,ယာ,យា,ยา,യാ,ಯಾ,yā,යා,ਯਾ,yA,yaa,या,yA,یا,યા,যা,யா,ཡཱ,ଯା,যা,yā,yA,स्‍त्रियः,యా,"wife, woman"
γυνή,100,unigram,feminine,nominative,singular,sA,2.4562871529989976,သာ,សា,สา,സാ,ಸಾ,sā,සා,ਸਾ,sA,saa,सा,sA,سا,સા,সা,ஸா,སཱ,ସା,সা,sā,sA,सा,సా,"wife, woman"
ἄνεμος,55,unigram,masculine,nominative,singular,,,တသ္မာတ္တေ,,ตสฺมาตฺเต,,,,තස්මාත්තේ,ਤਸ੍ਮਾੱਤੇ,,,,,,,,தஸ்மாத்தே,,,,,,वायुः,,wind
πνεῦμα,252,unigram,neuter,accusative,plural,শেষদশা,3.636685653696337,ၑေၐဒၑာ,ឝេឞទឝា,เศษทศา,ശേഷദശാ,ಶೇಷದಶಾ,śēṣadaśā,ශේෂදශා,ਸ਼ੇਸ਼਼ਦਸ਼ਾ,zeSadazA,se.sada,शेषदशा,sheShadashA,شیشَدَشا,શેષદશા,শেষদশা,ஸே²ஷத³ஸா²,ཤེཥདཤཱ,ଶେଷଦଶା,শেষদশা,śeṣadaśā,zESadazA,,శేషదశా,"wind, breath, spirit"
πνεῦμα,135,unigram,neuter,accusative,singular,AtmAnaM,1.6915378846422404,အာတ္မာနံ,អាត្មានំ,อาตฺมานํ,ആത്മാനം,ಆತ್ಮಾನಂ,ātmānaṁ,ආත්මානං,ਆਤ੍ਮਾਨੰ,AtmAnaM,aatmaana.m,आत्मानं,AtmAnaM,آتْمانَں,આત્માનં,আত্মানং,ஆத்மாநம்ʼ,ཨཱཏྨཱནཾ,ଆତ୍ମାନଂ,আত্মানং,ātmānaṁ,AtmAnaM,कपोतरूपे,ఆత్మానం,"wind, breath, spirit"
πνεῦμα,7,unigram,neuter,nominative,plural,अपदूताः,1.692864667463461,,,,,,,,,,,,,,,,,,,,,,अपदूताः,,"wind, breath, spirit"
πνεῦμα,18,unigram,neuter,nominative,singular,AtmA,6.175491327136972,အာတ္မာ,អាត្មា,อาตฺมา,ആത്മാ,ಆತ್ಮಾ,ātmā,ආත්මා,ਆਤ੍ਮਾ,AtmA,aatmaa,आत्मा,AtmA,آتْما,આત્મા,আত্মা,ஆத்மா,ཨཱཏྨཱ,ଆତ୍ମା,আত্মা,ātmā,AtmA,आत्‍मा,ఆత్మా,"wind, breath, spirit"
