ISO_639_3_Code,Language Name,Wikidata Entity,Leaftop Bible version Id,bible.com/versions,Likely name of bible
mug,Musgu,Q3123545,1278,1855,u na sik na wiini alaw
emi,Mussau-Emira,Q6943093,1279,1123,mussau emira bible
tuc,Mutu,Q3331003,1280,473,maaron savee toni patabua
tuc,Mutu,Q3331003,1281,470,maaron savee tooni patabuyaa
muy,Muyang,Q3502301,1282,1142,ma mweni sulumani ge melefit
myw,Muyuw,Q3502878,1283,1342,nupela testamen long tokples muyuw long niugini
moa,Mwan,Q3320111,1284,1789,jan nrale sw
wmw,Mwani,Q3042206,1285,1148,habari ngema
mwe,Mwera,Q6944725,1286,2370,malagano ga ambi
txu,Mẽbêngôkre,Q3101212,896,691,metndjwnh kute mema kabn ny jarnh
mri,Māori,Q36451,1292,94,te paipera tapu 1952
nas,Naasioi,Q56772,1295,1338,kara naroong anta nerakung kongarana
naf,Nabak,Q11732491,1296,1132,kawawagalen tata alaka
mbj,Nadëb,Q3335011,1297,452,new testament in nadeb
nak,Nakanai,Q6528669,1304,1133,la buk tabu ale halaba te la valolo ale taritigi te iesus kraist
nlc,Nalca,Q6960839,1307,2880,perjanjian baru nalca yuba
nab,Nambikwara,Q2068190,1776,660,txawasna wantxa
anm,Namfau,Q56235,125,1858,ithiing thimbu bsi
nvm,Namiae,Q12952922,1309,1181,godon vuak ma ijin
nnb,Nande,Q3196953,1320,1833,amasako aboytrtre wa nyamuhanga awakahulawa mo biblia
nnb,Nande,Q3196953,1321,1493,nouveau testament et psaumes en ndandi version 1962
npy,Napu,Q12953768,1312,2629,sura malelaha
nhr,Naro,Q2164778,1313,1136,kabas qae xgae sa
ntu,Natügu,Q63308082,1314,1908,nzryrngrkxtr kc ate rut x sam
nav,Navajo,Q13310,1315,1098,navajo bible
naw,Nawuri,Q35906,1316,1836,bwaar katw kyula ppw
ndh,Ndali,Q6983678,1318,2523,ulwitikano ulupya
ndj,Ndamba,Q6983684,1319,1038,lilaghanu lya shonu
ndp,Ndo,Q6983774,1323,2805,edi mikindi lebura
ndz,Ndogo,Q35983,1324,1793,ngu ba toko nambee mi mbii ta nda duu
ndo,Ndonga,Q33900,1451,372,ombiimbeli ondjapuki
ndx,Nduga,Q6983833,1325,2878,ngget tul pidnak wene
nsn,Nehan,Q3337774,1333,428,o uelhire uaia
nif,Nek,Q6989781,1334,1448,sampela hap nupela testamen long tokples nek long niugini
tvu,Nen,Q36632,1915,2623,htny his
nep,Nepali,Q33823,2246,1483,nepali new revised version
nep,Nepali,Q33823,2247,2671,
new,Newar,Q33979,1336,1457,
nij,Ngaju,Q2992872,1337,2879,surat barasih barita bahalap
szb,Ngalum,Q11732516,1338,2896,perjanjian baru ngalum weng
sba,Ngambay,Q2372207,1339,516,bible ngambai 1989
nxd,Ngando,Q3913277,1082,1492,bokanda bona yacomba
gng,Ngangam,Q35888,1340,474,uwien ya jtiefnku ya gbnku
cnw,Ngawn,Q6583675,1341,2487,ngawm bible
nga,Ngbaka Gbaya,Q36022,1342,2920,we nu gale 1995
nnh,Ngiemboon,Q36286,1352,299,nouveau testament en ngienboum
nnq,Ngindo,Q7022366,1343,1674,ngindo new testament
niy,Ngiti,Q7022396,1344,1431,ungbota wta t bhuku
jgo,Ngomba,Q36287,1346,2621,k fi
ngc,Ngombe,Q3123524,1347,1490,nouveau testament en ngombe 1961
ngo,Ngoni,Q7022547,1348,2789,ngoni new testament
ngp,Ngulu,Q7193332,1350,1043,ndagano mpya kwa wanth u wose
fuv,Nigerian Fulfulde,Q36129,606,1159,alkawal kesal nder fulfulde caka naajeeriya
fuv_ar,Nigerian Fulfulde,Q36129,607,2377,lol sl ndr flfld sh ngry
pcm,Nigerian Pidgin,Q33655,1496,2516,holy bible nigerian pidgin english
nii,Nii,Q35237,1356,1151,gos nge ek ka ei sinim kin ngolum
nlk,Ninia Yali,Q12953310,1358,2881,allah wene fano wene
nin,Ninzo,Q3914021,1359,367,ungbamvu ku abachi azhi ahehe ka
njz,Nishi,Q56870,1419,1536,dvrwq pvvb
njz,Nishi,Q56870,1420,2336,bsi dvrwq pvvb bsi
cag,Nivaclé,Q3182557,1361,1486,nivacle bible
nko,Nkonya,Q35867,1363,255,bulu ntam ppw ma israel l
gaw,Nobonob,Q11732205,1365,943,kayaknu nai tituanak bau
njb,Nocte,Q7046410,1366,1051,niemnyan
nog,Nogai,Q33871,2158,1524,inzhil
not,Nomatsiguenga,Q3342992,1368,647,irinibare tosorintsi ocomantegoteri antigomi jesoquirisito
nhu,Noni,Q36072,1370,461,wa nyo mokan mo monfm
snf,Noon,Q36304,1369,1646,hewhewii winewi wii kooh kifiiliimunkii kiaskii
cya,Nopala Chatino,Q15616302,1371,1249,el nuevo testamento
azj,North Azerbaijani,Q3515311,189,2324,azerbaycan bibliyasi 2008
qul,North Bolivian Quechua,Q3409819,1382,263,dios tatanchispaq musuq rimayninkuna
qul,North Bolivian Quechua,Q3409819,1383,646,mosoj testamento
llp,North Efate,Q3580152,1351,2564,ngunese bible
qvn,North Junín Quechua,Q12953844,1384,663,tayta diospa guepacag testamentun
mfk,North Mofu,Q56303,1385,551,mofu gudur new testament
tbg,North Tairora,Q20210398,1386,867,qaraaka uva tivatora
tnn,North Tanna,Q957945,1387,1228,naoa reha uhgn nenieksen wi
upv,Northeast Malakula,Q13249,1976,525,naul on nga mimerr uripiv
dip,Northeastern Dinka,Q36246,1388,2152,jpb jam de nhialic 2011
qxn,Northern Conchucos Ancash Quechua,Q25559688,749,268,biblia en quechua del norte de conchucos
crl,Northern East Cree,Q12642195,2309,2065,
emp,Northern Embera,Q2391297,1389,353,acor bedea
gbo,Northern Grebo,Q11157042,662,2829,nyesoaa kuo win jajle
xnn,Northern Kankanay,Q12953609,1391,1344,kalin apo dios kankanay
ncq,Northern Katang,Q12638175,1392,2075,
kqs,Northern Kissi,Q19921576,945,1394,bii bila
nde,Northern Ndebele,Q35613,2109,1626,ibhayibhili elingcwele 2006
ngb,Northern Ngbandi,Q17522631,1393,2682,fana ngbang 1987
nhy,Northern Oaxaca Nahuatl,Q2011413,1394,712,itlajtol totajtzin dios el nuevo testamento
pao,Northern Paiute,Q3360656,1395,658,te naa besa unnepu
pbu,Northern Pashto,Q12642194,1484,2510,pakistani yousafzai pashto
qvz,Northern Pastaza Quichua,Q12953848,1396,718,diospa shimi
ncj,Northern Puebla Nahuatl,Q2262283,1397,783,in yancuic mononotzalistli ica totecohtzin jesucristo
pww,Northern Pwo,Q7058885,1545,1736,northern pwo karen thai bible
nso,Northern Sotho,Q33890,1701,124,bibele
nso,Northern Sotho,Q33890,1702,256,bibele taba yea botse
stb,Northern Subanen,Q12953892,1786,2611,sug begu ne keligenan
ntp,Northern Tepehuan,Q15615651,1398,764,diuusi niooquid utuducami oodamicd
nod,Northern Thai,Q565110,1399,1907,
xtn,Northern Tlaxiaco Mixtec,Q25559585,1400,1561,el nuevo testamento y unos libros del antiguo testamento
uzn,Northern Uzbek,Q1066766,1460,1939,muqaddas kitob
uzn,Northern Uzbek,Q1066766,1461,1730,muaddas kitob
esk,Northwest Alaska Inupiatun,Q25559714,787,304,ipqitchuat makpiaat agaayyutim uqalhi inupiatun
gya,Northwest Gbaya,Q36594,1401,871,kalata ko s
gya,Northwest Gbaya,Q36594,1402,868,kalata ko s dc
ojb,Northwestern Ojibwa,Q7060356,1305,1119,ojibwe kihcimasinaikan
ojb,Northwestern Ojibwa,Q7060356,1306,1113,
nse,Nsenga,Q3081996,390,1308,chinsenga new testament
nnl,Ntenyi,Q7067615,1571,1873,kemethajuh n re editing bible bsi
nus,Nuer,Q33675,1404,2155,ruac kuth in rl r
nuq,Nukumanu,Q11884845,1407,2543,nukumanu
nop,Numanggang,Q7069052,1408,801,bepa wala yofolok kobuli tia kap
nut,Nung,Q72695,1409,2568,sl thn mh 2019
nuy,Nunggubuyu,Q1747811,1410,1333,ana mangulg ana wubiba anu gadhuwa ana lhaawu
nwb,Nyabwa,Q33664,1412,2386,ybhybhtitelre
nyy,Nyakyusa,Q3272620,1413,2399,biblia umwikemo 1996
nyy,Nyakyusa,Q3272620,1414,2683,nyakyusa ngonde new testament ulwitikano ulupya
nyy,Nyakyusa,Q3272620,1415,2326,lwitkano lpya
ken,Nyang,Q35650,904,388,kati nku nk
lid,Nyindrou,Q3346666,1418,1106,sahou ta kindrei
nno,Nynorsk,Q25164,1379,2025,bibelen 1938 nynorsk
nno,Nynorsk,Q25164,1380,120,bibelen 1978slash 85 nynorsk
nno,Nynorsk,Q25164,1381,119,bibelen 2011 nynorsk
nyd,Nyole,Q7071227,1423,2882,ebaibo inzienukhu
nyo,Nyoro,Q33794,1424,2515,bible in runyoro rutooro 1964 version
nyo,Nyoro,Q33794,1425,2806,ekitabu ekirukwera nebitabu ebyeetwa deturokanonikoslash apokurifa
nyu,Nyungwe,Q7071318,1426,2347,cinyungwe bibliya
nzi,Nzema,Q36337,1427,2717,baebolo anz buluku nwuanzanwuanza
ozm,Nzime,Q35566,975,2387,kalar nzym ejwan e saa
ozm,Nzime,Q35566,976,2388,kalara zym edwan e mpn
ood,O'odham,Q2393095,1894,257,jiosh wechij oohana
obo,Obo,Q12953699,1432,425,moppiyon dinoggan moka atag ki disas krays
ann,Obolo,Q36614,1433,1587,ikpa mbuban
ann,Obolo,Q36614,1434,1582,ikpa mbuban eyi katolik
oci,Occitan,Q14185,1435,2698,lis evangeli 1903 provencal
mie,Ocotepec Mixtec,Q25559575,1436,785,nuevo testamento en mixteco de ocotepec
zac,Ocotlán Zapotec,Q7076643,1437,766,dizaque shte dios con dize
ory,Odia,Q33810,1429,1886,
ory,Odia,Q33810,1430,1962,cl nt bsi
ory,Odia,Q33810,1431,1749,bsi re edited bsi
kkc,Odoodee,Q12952987,1438,1408,odoodee baibel
odu,Odual,Q3813392,1439,2269,ooi adm aghuum
eri,Ogea,Q7079984,1440,1671,itou nomo hilou beele
atg,Okpela,Q7082551,1442,350,ebe no pfuas ishob onogb
opm,Oksapmin,Q1068097,1443,1183,got orhe meng brak ban
oku,Oku,Q36289,1444,2622,waale feyin kelek kef
ong,Olo,Q592162,1445,1187,il teingipe ma ili topwepe lapiri lirouku
lwg,Oluwanga,Q63283476,2005,2656,ibibilia indakatifu
lwg,Oluwanga,Q63283476,2006,2659,ibibilia indakatifu dc
aom,Ömie,Q8078975,2126,931,god are jogoru ioho
ons,Ono,Q11732548,1448,1569,yesu kristo wane kisi maep don
okv,Orokaiva,Q7103752,1449,1179,god ta duru javotoho
ury,Orya,Q7105295,1450,2177,alap mo ol ese zere mo zi niban de ol ziaha en gu hup dena
otd,Ot Danum,Q3033781,1454,2883,bowot bohua
zao,Ozolotepec Zapotec,Q7116610,1458,707,diiz kuu ndyaadno yalnaban
pma,Paamese,Q3130286,1463,1435,paama bible
pma,Paamese,Q3130286,1464,1839,tus votut en selusien ten out voum
sig,Paasaal,Q36426,1465,1978,ws nyfal te ghana
pac,Pacoh,Q3441136,1466,2276,parnai yang arbang pilng tam uraq tamme cang cado
pbb,Páez,Q33677,1547,1349,dyus yuwe usesa
pri,Paicî,Q732131,1468,486,tii pwiciri amu aamwari naa na ci
pck,Paite,Q12952337,1469,1870,pathian laisiangthou bsi
plu,Palikúr,Q3073448,1470,2022,uhokri gahegbetawni nukune akak sawmus
plu,Palikúr,Q3073448,1471,1165,uhokri gannasan
att,Pamplona Atta,Q12639245,1473,1131,yu bilin ni namaro nga meyannung ka apu kesu kiristu yu bagu nga taratu ni namaro su ira nga mangikatala ka apu kesu kiristu
qxh,Panao Quechua,Q63308389,1474,457,mushug testamento
pag,Pangasinan,Q33879,1475,2194,maung a balita biblia
pag,Pangasinan,Q33879,1476,1166,maung a balita biblia
slm,Pangutaran Sama,Q3362086,1477,2302,kitab injil
top,Papantla Totonac,Q56329,1479,779,xasasti talaccaxlan
pap,Papiamento,Q33856,1480,818,beibel na papiamentu koriente 2013
pap,Papiamento,Q33856,1481,816,beibel na papiamentu koriente 2013
gug,Paraguayan Guaraní,Q17478066,667,805,tupa nandeyara 1913
gug,Paraguayan Guaraní,Q17478066,668,66,nandejara ne
gug,Paraguayan Guaraní,Q17478066,669,2315,nandeyara ne 
prf,Paranan,Q7135433,1482,438,en maganda a bareta biblia
pab,Paresí,Q3504312,1483,651,waitare wenati aho
yac,Pass Valley Yali,Q12953309,1485,2910,allah wene hurumbik keron
ptp,Patep,Q3368679,1486,1182,yesu xolac
gfk,Patpatar,Q3368846,1487,1014,no hinhinawas uta no sigar kunubus tano watong
pad,Paumarí,Q389827,1488,260,deus athi kapapirani hida
ata,Pele-Ata,Q56511,1490,969,vaikala noxou lataua
xtm,Peñasco Mixtec,Q7179700,1122,847,new testament psalms and proverbs in mixtec magdalena penasco
peg,Pengo,Q56758,1491,2791,
pdc,Pennsylvania German,Q22711,1492,1455,di heilich shrift
mil,Peñoles Mixtec,Q42411307,1493,792,tnuhu ni caha y ndixi xito cuu uu
prq,Perené Ashéninka,Q3450601,164,2136,asheninka perene
prt,Phai,Q7180184,1539,2923,prai bible
nph,Phom,Q7187109,1494,1050,daulangpu laihing
pio,Piapoco,Q3382208,1495,226,el nuevo testamento de nuestro senor jesucristo en el idioma piapoco
cpu,Pichis Ashéninka,Q7190661,165,238,kameethari naantsi inaaventaitzirira avinkatharite jesucristo
pis,Pijin,Q36699,1497,615,pijin bible
pis,Pijin,Q36699,1498,614,pijin deuterocanon
plg,Pilagá,Q2748259,1499,443,dios nivita jen siaxadipi
mio,Pinotepa Mixtec,Q7196415,1500,776,tutu chaa cha iyo cuenda ra hahnu jesucristo el nuevo testamento de nuestro senor jesucristo
pny,Pinyin,Q36250,1501,2159,kaane ghu shwue
pir,Piratapuyo,Q3389119,1502,661,cohacj yere yahuducuri tju
tpp,Pisaflores Tepehua,Q56349,1503,1610,ixchiwinti dios
pjt,Pitjantjatjara,Q2982063,1504,1737,tjukurpa palya
crk,Plains Cree,Q56699,1505,2084,kanaci kihci masinahikan
crk,Plains Cree,Q56699,1506,2082,plains cree scripture portions
crk,Plains Cree,Q56699,1507,2083,
ktj,Plapo Krumen,Q10975356,1508,1518,nysa a haantitie
plt,Plateau Malagasy,Q15069308,1138,814,baiboly katolika
plt,Plateau Malagasy,Q15069308,1139,873,baiboly protestanta malagasy
plt,Plateau Malagasy,Q15069308,1140,396,diem protestanta
plt,Plateau Malagasy,Q15069308,1141,384,dikateny iombonana eto madagasikara
plt,Plateau Malagasy,Q15069308,1142,1219,la bible en malgache
plt,Plateau Malagasy,Q15069308,1143,96,malagasy bible
pdt,Plautdietsch,Q1751432,1509,563,de bibel
pdt,Plautdietsch,Q1751432,1510,2453,de bibel jhf
npo,Pochuri,Q7206342,1511,1546,bsi pochury naga bible bsi
poy,Pogolo,Q2429648,1717,944,lipatanu lya syayi kwa wantu woseri
pkb,Pokomo,Q7208693,1512,2222,damano ipfya
pko,Pökoot,Q36323,1548,2884,pipilia
pol,Polish,Q809,1513,132,biblia gdanska
pol,Polish,Q809,1514,2095,biblia to jest pismo swiete starego i nowego przymierza wydanie pierwsze 2018
pol,Polish,Q809,1515,319,nowa biblia gdanska
pol,Polish,Q809,1516,137,slowo zycia
pol,Polish,Q809,1517,138,uwspolczesniona biblia gdanska
poh,Poqomchi',Q36414,1521,495,pokomchi bible
poh,Poqomchi',Q36414,1522,412,re lok laj huj wilic wi ribiral i jesus
por,Portuguese,Q5146,1523,1608,almeida revista e atualizada
por,Portuguese,Q5146,1524,212,almeida revista e corrigida
por,Portuguese,Q5146,1525,2645,biblia almeida seculo 21
por,Portuguese,Q5146,1526,1930,biblia sagrada nova versao transformadora
por,Portuguese,Q5146,1527,200,biblia sagrada versao facil de ler
por,Portuguese,Q5146,1528,1840,nova almeida atualizada
por,Portuguese,Q5146,1529,1966,p nova biblia viva portugues
por,Portuguese,Q5146,1530,211,nova traducao na linguagem de hoje
por,Portuguese,Q5146,1531,129,nova versao internacional portugues
por,Portuguese,Q5146,1532,277,traducao brasileira
por_pt,Portuguese,Q5146,1533,215,almeida revista e corrigida portugal
por_pt,Portuguese,Q5146,1534,1967,o livro
por_pt,Portuguese,Q5146,1535,228,a biblia para todos edicao catolica
por_pt,Portuguese,Q5146,1536,432,a biblia para todos edicao comum
pmx,Poumei Naga,Q12952910,1538,1049,sheeyu baibel
kvj,Psikyɛ,Q56304,1540,1515,ghena ta shala
kvj,Psikyɛ,Q56304,1541,2638,ghena ta shala
fuf,Pular,Q3915357,1542,1798,version pular fuuta jallon
pan,Punjabi,Q58635,2268,1884,irv 
pan,Punjabi,Q58635,2270,1687,o dot v bible bsi
byx,Qaqet,Q3503009,1552,1030,a slurlka aa langinka ama iameska
otq,Querétaro Otomi,Q23755688,1455,259,ar rayo nkohi jo har nhonho maxei ntongwi ar mahwifi har hai monda ne har nhomfo
pxm,Quetzaltepec Mixe,Q56199161,1236,2130,biblia mixe de quetzaltepec
zpi,Quiegolani Zapotec,Q7271823,1649,460,xdiiz dedyuzh kon disa
ztq,Quioquitani Zapotec,Q3574818,1559,581,tiits nii xnee kyalmban el nuevo testamento en el zapoteco de quioquitani
kjb,Q’anjob’al,Q35551,1549,493,a txan biblia yin kanjobal 1989
kek,Q’eqchi’,Q35536,899,628,li santil hu
kek,Q’eqchi’,Q35536,900,543,qeqchi bible
kek,Q’eqchi’,Q35536,901,545,qeqchi bible
rad,Rade,Q3429088,496,1522,klei ae die bl 2015
lml,Raga,Q3063193,711,2634,hano niu testamen
rai,Ramoaaina,Q3418509,1561,1186,buk taabu matakin
lje,Rampi,Q7290041,1562,2867,boo mangkolehi sura pewaliana hante podandia wola
rnl,Ranglong,Q7292878,1563,1871,dankit athar le sam bsi
rap,Rapa Nui,Q36746,1564,2164,he vanaa o te atua
rwo,Rawa,Q11732598,1565,1192,anutlo sumange mande keda
rwo,Rawa,Q11732598,1566,1189,anutro mande keta
rwo,Rawa,Q11732598,1567,1314,rawa new testament
rej,Rejang,Q3056339,1568,2889,janjai blau lem bahaso jang bebilai
rel,Rendille,Q3447297,1569,2277,wori haaggane yeesso kiriisto miinsan ayyinti husube waakh enenyet igooche
nre,Rengma,Q7313205,1570,1872,kenshun lesu naga s cl bible bsi
mnv,Rennellese,Q3397346,1572,2524,te gongo gaoi
ria,Riang,Q12953063,1573,1059,baibel kthar
iri,Rigwe,Q3912756,1574,1832,jee hwi na krrede bene a zhi rigwe
rkb,Rikbaktsa,Q2585357,1575,669,deus harere aibaky sesus mymyspirikpoko naha
zar,Rincón Zapotec,Q7334628,2082,284,didza cubi rucaana tsahui
ron,Romanian,Q7913,1599,903,biblia traducerea fidela 2015
ron,Romanian,Q7913,1600,191,biblia sau sfanta scriptura cu trimiteri 1924 dumitru cornilescu
ron,Romanian,Q7913,1601,1454,biblia in versiune actualizata 2018
ron,Romanian,Q7913,1602,1466,biblia in versuri 2014
ron,Romanian,Q7913,1603,2311,editia dumitru cornilescu revizuita 2019
ron,Romanian,Q7913,1604,126,noua traducere romaneasca
ron,Romanian,Q7913,1605,1506,romana noul testament interconfesional 2009
ron,Romanian,Q7913,1606,1996,traducere literala cornilescu 1931
ron,Romanian,Q7913,1607,1467,versiunea biblia romano catolica 2013
ron,Romanian,Q7913,1608,2072,bibliya dumitru kornilesku 1924
rol,Romblomanon,Q13202,1598,2244,bag o nga kasugtanan
rng,Ronga,Q2520717,1713,2890,testamente ledrimpswha ni mapsalma
nbu,Rongmei Naga,Q12952912,1609,1874,nthanmei baibal revised bsi
roo,Rotokas,Q13203,1610,1185,airepa vae reo ovoi
rug,Roviana,Q3445546,1611,1909,buka hope
dru,Rukai,Q49232,1349,1805,ngudradreadrekadhane ka sisiu %E9%AD%AF%E5%87%B1%E8%AA%9E%E8%81%96%E7%B6%93
nyn,Runyankole,Q13207,1416,1434,baibuli erikwera 1964
bxr,Russia Buriat,Q16116629,2190,1881,shene helseen
rus,Russian,Q7737,2160,853,t central asian russian scriptures cars tajikistan
rus,Russian,Q7737,2161,45,bibliya na cerkovnoslavyanskom yazyke
rus,Russian,Q7737,2162,313,bibliya pod red m dot p kulakova i m dot m kulakova
rus,Russian,Q7737,2163,385,vostochnyj perevod
rus,Russian,Q7737,2164,840,a vostochnyj perevod versiya s allahom
rus,Russian,Q7737,2165,143,novyj russkij perevod
rus,Russian,Q7737,2166,201,svyataya bibliya sovremennyj perevod
rus,Russian,Q7737,2167,400,sinodalnyj perevod
rus,Russian,Q7737,2168,167,sinodalnyj perevod
rus,Russian,Q7737,2169,1999,2 sovremennyj russkij perevod 2 e izd dot 
rus,Russian,Q7737,2170,480,perevod ep kassiana
ksw,S'gaw Karen,Q56410,1614,2467,sgaw karen common bible
apb,Sa'a,Q36294,1616,1666,tataroha diana
apz,Safeyoka,Q7398693,1622,957,mpohwoe hungkuno songofoho
saj,Sahu,Q7399757,1623,2891,jaji ma su sungi
acf,Saint Lucian Creole French,Q3006285,1624,510,testeman nef la epi an posyon an liv samz la
sah,Sakha,Q34299,2171,1888,bibliya
qxl,Salasaca Highland Quichua,Q12953847,1626,1770,diosbuj shimi mushuj testamento
sll,Salt-Yui,Q7405785,1628,1193,ha maing buku
loe,Saluan,Q12953867,1629,2869,kitab nu tumpu alla lele maimai
xsb,Sambal,Q2592378,1631,1318,yay halita nan dios ba yon tipan
ssx,Samberigi,Q7409020,1632,2090,panake pi la ula buka pita kine pieke buka
lsm,Samia,Q3739441,1618,2365,ebbaibbo emboosi ya nasaae
lsm,Samia,Q3739441,1619,2366,ebbaibbo emboosi ya nasaae eyirimo ebitabo bilaangwa deuterokanoniko
smo,Samoan,Q34011,628,599,o le tusi paia ekalesia katoliko roma
smo,Samoan,Q34011,629,2203,o le tusi paia
smo,Samoan,Q34011,630,1516,samoan contemporary new testament
icr,San Andrés–Providencia Creole,Q2044587,790,1451,the new testament in islander creole
cuk,San Blas Kuna,Q12953659,998,240,bab dummad jesucristoba igar mesisad garda
cuk,San Blas Kuna,Q12953659,999,1028,bab dummad garda islidikid
ots,San Felipe Otomi,Q7413841,554,829,el nuevo testamento en otomi de san felipe santiago edo de mexico
poe,San Juan Atzingo Popoloca,Q12953819,1634,1663,el nuevo testamento salmos y proverbios
poe,San Juan Atzingo Popoloca,Q12953819,1635,765,ti nuevo testamento cuente incheni jesucristo cona nquiva
mjc,San Juan Colorado Mixtec,Q12953718,1636,732,tuhun tsaa tsa nacoo jutu mani yo jesucristo tsi yo
pps,San Luís Temalacayuca Popoloca,Q25559602,1518,1645,el nuevo testamento
pls,San Marcos Tlacoyalco Popoloca,Q12641692,1637,1662,el nuevo testamento mas genesis
pls,San Marcos Tlacoyalco Popoloca,Q12641692,1638,770,tti jian joajne jesucristo
huv,San Mateo Del Mar Huave,Q12954031,772,241,jayats nanderac wux miteatiiuts jesucristo
mig,San Miguel El Grande Mixtec,Q12953719,1640,858,testamento jaa maa jitoho yo jesucristo
azg,San Pedro Amuzgos Amuzgo,Q60611109,1641,727,new testament in amuzgo
zpt,San Vicente Coatlán Zapotec,Q13541831,1642,1398,zapoteco
sxn,Sangirese,Q25714758,1643,2894,binohe susi balo mapia
sxn,Sangirese,Q25714758,1644,2895,new testament in todays taghulandang version
sag,Sango,Q33954,1817,1285,mbeti ti nzapa tene so amu fini
nsa,Sangtam,Q7418144,1645,1052,amusa baibel
sbp,Sangu,Q7418149,1646,2815,ishiyanso nu lufingo ulupya
sny,Sanio,Q7418302,1647,1210,owane sitewi lo peri tee naneiyei he i
san,Sanskrit,Q11059,1663,1875,sanskrit new testament bsi
san,Sanskrit,Q11059,1664,2107,satyavedah sanskrit bible nt in cologne script
san,Sanskrit,Q11059,1665,2120,satyaveda dot h sanskrit bible nt in velthuis script
san,Sanskrit,Q11059,1666,2114,satyavedah sanskrit bible nt in harvard kyoto script
san,Sanskrit,Q11059,1667,2116,satyavedah sanskrit bible nt in itrans script
san,Sanskrit,Q11059,1668,2110,satyaveda sanskrit bible nt in iast script
san,Sanskrit,Q11059,1669,2117,satyaveda sanskrit bible nt in iso script
san,Sanskrit,Q11059,1670,2109,stodh sanskrit bible nt in urdu script
san,Sanskrit,Q11059,1671,2104,dn sanskrit nt in devanagari
san,Sanskrit,Q11059,1672,2106,sanskrit bible nt in bengali script
san,Sanskrit,Q11059,1673,2105,sanskrit bible nt in assamese script
san,Sanskrit,Q11059,1674,2108,sanskrit bible nt in punjabi script
san,Sanskrit,Q11059,1675,2103,sanskrit bible nt in gujarati script
san,Sanskrit,Q11059,1676,2118,sanskrit bible nt in oriya script
san,Sanskrit,Q11059,1677,2102,sanskrit bible nt in tamil script
san,Sanskrit,Q11059,1678,2122,sanskrit bible nt in telugu script
san,Sanskrit,Q11059,1679,2121,sanskrit bible nt in kannada script
san,Sanskrit,Q11059,1680,2113,sanskrit bible nt in malayalam script
san,Sanskrit,Q11059,1681,2111,sanskrit bible nt in sinhala script
san,Sanskrit,Q11059,1682,2115,sanskrit bible nt in thai script
san,Sanskrit,Q11059,1683,2112,sanskrit bible nt in tibetan script
san,Sanskrit,Q11059,1684,2158,sanskrit bible nt in burmese script 
san,Sanskrit,Q11059,1685,2119,sanskrit bible nt in khmer script
cok,Santa Teresa Cora,Q12641754,1651,1701,el nuevo testamento y salmos
sat,Santali,Q33965,1652,1538,santali common language new testament
snw,Santrokofi,Q36272,1691,1796,yaa kanya ninii fle sl
sps,Saposa,Q3473187,1654,1271,u vurungan rof foun ten gov nane jisas krais
mwm,Sar,Q56850,1655,446,bible sar
mwm,Sar,Q56850,1656,445,bible sar version cathoique
srm,Saramaccan,Q33779,1620,272,gadu buku
mbs,Sarangani,Q7423093,1658,1243,se kaling peokit
bps,Sarangani Blaan,Q16117272,1657,1245,i tnalu dwata
sas,Sasak,Q1294047,1659,2892,kitab suci zabur injil
saw,Sawi,Q677064,1661,2893,myao kodon sin harae
pos,Sayula Popoluca,Q5908722,1662,2129,popoluca sayula new testament
gla,Scottish Gaelic,Q9314,693,1531,am bioball gaidhlig 1992
gla,Scottish Gaelic,Q9314,694,1747,am bioball iomraidh gaidhlig 2017
gla,Scottish Gaelic,Q9314,695,1562,an tiomnadh nuadh anns an eadar theangachadh ur gaidhlig 2017
gla,Scottish Gaelic,Q9314,702,1914,tiomnadh nuadh maceachen 1875
sey,Secoya,Q3477218,1686,664,maijaque huaje ca neose e
sfw,Sehwi,Q36593,1687,2710,ahyerl krongron
sim,Seim,Q7446815,1212,1345,nupela testamen long tokples mende long niugini
ssg,Seimat,Q3182581,1688,626,kakai haeu
spl,Selepet,Q7447917,1692,1227,yeshuat den pat alepe
seh,Sena,Q2964008,1693,1378,cibverano cipsa
ssz,Sengseng,Q7450601,1694,2833,sengseng
set,Sentani,Q3441672,1695,2526,allahle a neme heteungekoke homofae
iws,Sepik Iwam,Q16893603,1696,922,yai wn kbiya
srp,Serbian,Q9299,2172,1969,novi srpski prevod
srp,Serbian,Q9299,2173,2558,romski prevod novog zaveta srbija
srp,Serbian,Q9299,2174,2165,sveta biblija
srp,Serbian,Q9299,2175,202,erv biblija savremeni srpski prevod
srp,Serbian,Q9299,2176,1970,novi srpski prevod
sot,Sesotho,Q34340,1699,274,bibele
sot,Sesotho,Q34340,1700,273,so sesotho 1909slash 1961 so
crs,Seychellois Creole,Q34015,1697,1054,labib an kreol seselwa
crs,Seychellois Creole,Q34015,1698,1053,labib an kreol seselwa
ksb,Shambala language,Q3788739,943,1811,kishambala new testament 2005
shn,Shan,Q56482,1707,1290,
mcd,Sharanahua,Q12953881,1708,522,diospan tsain
xsr,Sherpa,Q36612,1712,1337,
shk,Shilluk,Q36486,1714,2156,wanyi kwero 2011
asg,Shingini,Q35199,392,1293,uzuwakpani u savu n cishingini n abain a na a zagbai a uzukpani u kuku
shp,Shipibo-Conibo,Q2671988,1716,673,diossen joi jatixonbi onanti joi
